F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\center_2018_09_13_19_56_54_506.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\left_2018_09_13_19_56_54_506.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\right_2018_09_13_19_56_54_506.jpg,0,0,0,5.025545E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\center_2018_09_13_19_56_54_596.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\left_2018_09_13_19_56_54_596.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\right_2018_09_13_19_56_54_596.jpg,0,0,0,5.000806E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\center_2018_09_13_19_56_54_682.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\left_2018_09_13_19_56_54_682.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\right_2018_09_13_19_56_54_682.jpg,0,0,0,5.152119E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\center_2018_09_13_19_56_54_771.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\left_2018_09_13_19_56_54_771.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\right_2018_09_13_19_56_54_771.jpg,0,0,0,5.010766E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\center_2018_09_13_19_56_54_858.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\left_2018_09_13_19_56_54_858.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\right_2018_09_13_19_56_54_858.jpg,0,0,0,5.02401E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\center_2018_09_13_19_56_54_946.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\left_2018_09_13_19_56_54_946.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\right_2018_09_13_19_56_54_946.jpg,0,0,0,4.994826E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\center_2018_09_13_19_56_55_038.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\left_2018_09_13_19_56_55_038.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\right_2018_09_13_19_56_55_038.jpg,0,0,0,4.977385E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\center_2018_09_13_19_56_55_127.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\left_2018_09_13_19_56_55_127.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\right_2018_09_13_19_56_55_127.jpg,0,0.1244087,0,0.07109113
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\center_2018_09_13_19_56_55_215.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\left_2018_09_13_19_56_55_215.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\right_2018_09_13_19_56_55_215.jpg,0,0.3902269,0,0.3329502
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\center_2018_09_13_19_56_55_312.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\left_2018_09_13_19_56_55_312.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data3\IMG\right_2018_09_13_19_56_55_312.jpg,0,0.6648178,0,0.9870667
