F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\center_2018_09_13_20_05_37_724.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\left_2018_09_13_20_05_37_724.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\right_2018_09_13_20_05_37_724.jpg,0,0,0,5.511013E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\center_2018_09_13_20_05_37_820.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\left_2018_09_13_20_05_37_820.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\right_2018_09_13_20_05_37_820.jpg,0,0,0,5.359713E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\center_2018_09_13_20_05_37_914.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\left_2018_09_13_20_05_37_914.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\right_2018_09_13_20_05_37_914.jpg,0,0,0,5.387713E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\center_2018_09_13_20_05_38_011.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\left_2018_09_13_20_05_38_011.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\right_2018_09_13_20_05_38_011.jpg,0,0,0,5.383178E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\center_2018_09_13_20_05_38_100.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\left_2018_09_13_20_05_38_100.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\right_2018_09_13_20_05_38_100.jpg,0,0,0,5.464572E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\center_2018_09_13_20_05_38_192.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\left_2018_09_13_20_05_38_192.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\right_2018_09_13_20_05_38_192.jpg,0,0,0,5.358024E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\center_2018_09_13_20_05_38_282.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\left_2018_09_13_20_05_38_282.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\right_2018_09_13_20_05_38_282.jpg,0,0,0,5.38476E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\center_2018_09_13_20_05_38_374.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\left_2018_09_13_20_05_38_374.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\right_2018_09_13_20_05_38_374.jpg,0,0,0,5.37507E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\center_2018_09_13_20_05_38_466.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\left_2018_09_13_20_05_38_466.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\right_2018_09_13_20_05_38_466.jpg,0,0,0,5.393755E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\center_2018_09_13_20_05_38_559.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\left_2018_09_13_20_05_38_559.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data4\IMG\right_2018_09_13_20_05_38_559.jpg,0,0,0,5.455819E-05
