F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_11_722.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_11_722.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_11_722.jpg,0,0,0,6.594602E-06
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_11_812.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_11_812.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_11_812.jpg,0,0,0,4.901817E-06
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_11_907.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_11_907.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_11_907.jpg,0,0,0,1.819453E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_11_997.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_11_997.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_11_997.jpg,0,0,0,2.468517E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_12_088.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_12_088.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_12_088.jpg,0,0,0,2.401741E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_12_180.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_12_180.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_12_180.jpg,0,0,0,1.932615E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_12_272.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_12_272.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_12_272.jpg,0,0,0,2.118968E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_12_366.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_12_366.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_12_366.jpg,0,0,0,5.730351E-06
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_12_460.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_12_460.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_12_460.jpg,0,0,0,2.225031E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_12_554.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_12_554.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_12_554.jpg,0,0,0,1.154762E-05
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_12_643.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_12_643.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_12_643.jpg,0,0,0,4.499547E-06
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_12_733.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_12_733.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_12_733.jpg,0,0,0,4.594E-06
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_12_826.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_12_826.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_12_826.jpg,0,0,0,6.661611E-06
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_12_917.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_12_917.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_12_917.jpg,0,0,0,2.265657E-06
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_13_012.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_13_012.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_13_012.jpg,0,0.2852236,0,0.2282583
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_13_100.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_13_100.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_13_100.jpg,0,0.5458522,0,0.6501086
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_13_193.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_13_193.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_13_193.jpg,0,0.5458326,0,1.406692
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_13_285.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_13_285.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_13_285.jpg,0,0.2715398,0,1.725073
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_13_378.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_13_378.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_13_378.jpg,0,0,0,1.813584
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_13_468.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_13_468.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_13_468.jpg,0,0,0,1.799018
F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2018_09_13_17_17_13_565.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2018_09_13_17_17_13_565.jpg,F:\che\CarND-Term1-Starter-Kit\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2018_09_13_17_17_13_565.jpg,0,0,0,1.780973
